CodMun,UF,Cod UF,Mun,PopMun,Faixa_pop,Regiao,MSEG01,MSEG03,MSEG04,MSEG05,MSEG051,MSEG06,MSEG07,MSEG071a,MSEG071b,MSEG071c,MSEG072,MSEG081,MSEG082,MSEG083,MSEG084,MSEG09,MSEG10,MSEG111,MSEG112,MSEG113,MSEG12,MSEG1211,MSEG1212,MSEG1213,MSEG1214,MSEG1215,MSEG1216,MSEG1217,MSEG1218,MSEG1219,MSEG13,MSEG14,MSEG15,MSEG161,MSEG162,MSEG163,MSEG164,MSEG165,MSEG166,MSEG167,MSEG168,MSEG169,MSEG1610,MSEG1611,MSEG17,MSEG18,MSEG19,MSEG27,MSEG271a,MSEG271b,MSEG281,MSEG282,MSEG283,MSEG291,MSEG292,MSEG293,MSEG294,MSEG295,MSEG296,MSEG301,MSEG302,MSEG303,MSEG311,MSEG312,MSEG313,MSEG314,MSEG315,MSEG316,MSEG317,MSEG318,MSEG319,MSEG3110,MSEG3111,MSEG3112,MSEG3113,MSEG3114,MSEG3115,MSEG3116,MSEG3117,MSEG3118,MSEG3119,MSEG3120,MSEG3121,MSEG3122,MSEG3123,MSEG32,MSEG33,MSEG34,MSEG35,MSEG361,MSEG362,MSEG363,MSEG364,MSEG37,MSEG381,MSEG382,MSEG383,MSEG384,MSEG385,MSEG386,MSEG387,MSEG388,MSEG389,MSEG3810,MSEG3811,MSEG3812,MSEG3813,MSEG3814,MSEG3815,MSEG3816,MSEG3817,MSEG3818,MSEG3819,MSEG3820,MSEG3821,MSEG3822,MSEG3823,MSEG391,MSEG392,MSEG393,MSEG394,MSEG395,MSEG396,MSEG397
1506302,PA,15,Salvaterra,24129,4 - 20001 até 50000,1 - Norte,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou
1506351,PA,15,Santa Bárbara do Pará,21087,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506401,PA,15,Santa Cruz do Arari,7445,2 - 5001 até 10000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506500,PA,15,Santa Izabel do Pará,73019,5 - 50001 até 100000,1 - Norte,Setor subordinado a outra secretaria,Feminino,42,Branca,Não,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Sim,347,2017,44,2,46,Sim,Sim,Não,Não,Sim,-,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,-,-,Policial Militar,Armas de fogo e não letais,Sim,"Mais de R$1.000,00 a R$3.000,00",Não,Não,Sim,-,Ambos,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-
1506559,PA,15,Santa Luzia do Pará,20370,4 - 20001 até 50000,1 - Norte,Setor subordinado a outra secretaria,Masculino,32,Parda,Sim,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Sim,3,2019,10,2,12,Sim,Não,Não,Não,Não,-,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,-,-,Guarda Municipal,Apenas armas não letais,Não,"Mais de R$1.000,00 a R$3.000,00",Não,Não,Não,Sim,Apenas em livros/formulários impressos (registro manual),Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-
1506583,PA,15,Santa Maria das Barreiras,16548,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506609,PA,15,Santa Maria do Pará,24624,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506708,PA,15,Santana do Araguaia,32413,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506807,PA,15,Santarém,331942,6 - 100001 até 500000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,-,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1506906,PA,15,Santarém Novo,6116,2 - 5001 até 10000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507003,PA,15,Santo Antônio do Tauá,27461,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507102,PA,15,São Caetano de Odivelas,16666,3 - 10001 até 20000,1 - Norte,Setor subordinado diretamente à chefia do Executivo,Masculino,42,Parda,Sim,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Sim,2,2005,15,5,20,Sim,Não,Não,Não,Sim,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Guarda Municipal,Apenas armas não letais,Não,"Mais de R$1.000,00 a R$3.000,00",Não,Não,Sim,-,Apenas em livros/formulários impressos (registro manual),Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,-
1507151,PA,15,São Domingos do Araguaia,21092,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507201,PA,15,São Domingos do Capim,30599,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Sim,891,2017,Inativo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507300,PA,15,São Félix do Xingu,65418,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507409,PA,15,São Francisco do Pará,14894,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507458,PA,15,São Geraldo do Araguaia,24255,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Sim,446,2017,Inativo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507466,PA,15,São João da Ponta,4430,1 - Até 5000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507474,PA,15,São João de Pirabas,20689,4 - 20001 até 50000,1 - Norte,Setor subordinado diretamente à chefia do Executivo,Feminino,31,Branca,Não,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Sim,922,2009,17,2,19,Sim,Não,Não,Não,Não,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Guarda Municipal,Apenas armas não letais,Não,"Mais de R$1.000,00 a R$3.000,00",Não,Não,Não,Sim,Apenas em livros/formulários impressos (registro manual),Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-
1507508,PA,15,São João do Araguaia,13664,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507607,PA,15,São Miguel do Guamá,52894,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507706,PA,15,São Sebastião da Boa Vista,25643,4 - 20001 até 50000,1 - Norte,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou,Não informou
1507755,PA,15,Sapucaia,5847,2 - 5001 até 10000,1 - Norte,Setor subordinado diretamente à chefia do Executivo,Masculino,37,Parda,Não,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507805,PA,15,Senador José Porfírio,22576,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507904,PA,15,Soure,24204,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507953,PA,15,Tailândia,72493,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507961,PA,15,Terra Alta,10400,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1507979,PA,15,Terra Santa,18782,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1508001,PA,15,Tomé-Açu,67585,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Sim,2140,2018,13,4,17,Sim,Não,Não,Não,Não,-,Não,Sim,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,Policial Militar,Apenas armas não letais,Não,"Mais de R$1.000,00 a R$3.000,00",Não,Não,Não,Sim,Apenas em livros/formulários impressos (registro manual),Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,-
1508035,PA,15,Tracuateua,28595,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1508050,PA,15,Trairão,15242,3 - 10001 até 20000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1508084,PA,15,Tucumã,39550,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1508100,PA,15,Tucuruí,91306,5 - 50001 até 100000,1 - Norte,Secretaria municipal exclusiva,Feminino,40,Preta,Sim,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,-,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1508126,PA,15,Ulianópolis,37972,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1508159,PA,15,Uruará,43558,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1508209,PA,15,Vigia,50832,5 - 50001 até 100000,1 - Norte,Secretaria municipal em conjunto com outras políticas setoriais,Masculino,45,Parda,Sim,Ensino superior incompleto,Sim,301,2018,Ativo,Paritário,Não,Não,Não,Sim,1,22,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Sim,402,2021,12,4,16,Não,Não,Não,Não,Sim,-,Não,Sim,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,Policial Militar,Apenas armas não letais,Não,"Mais de R$1.000,00 a R$3.000,00",Sim,Sim,Não,-,Apenas em livros/formulários impressos (registro manual),Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,-
